file,run_file,run_date,client_id,language,repeats,scenario_id,query,iteration,seconds,shape,rows,rows_per_s
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,wide_100000,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 100000,4,5.166411958001845,wide,100000,19355.792920291216
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,wide_100000,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 100000,5,5.084722417002922,wide,100000,19666.7569630955
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,narrow_1000000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000000",1,7.1286401669967745,narrow,1000000,140279.20845684796
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,narrow_1000000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000000",2,8.072434749999957,narrow,1000000,123878.36272073991
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,narrow_1000000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000000",3,6.805584292000276,narrow,1000000,146938.15506413823
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,narrow_1000000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000000",4,7.443513917001837,narrow,1000000,134345.15084547442
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,narrow_1000000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000000",5,10.570520708999538,narrow,1000000,94602.71896999542
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,wide_1000000,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000000,1,27.246474209001462,wide,1000000,36701.99646123858
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,wide_1000000,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000000,2,27.516015749999497,wide,1000000,36342.47083900649
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,wide_1000000,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000000,3,26.328078791000735,wide,1000000,37982.262509097796
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,wide_1000000,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000000,4,35.238997542001016,wide,1000000,28377.65174245124
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,wide_1000000,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000000,5,26.81904541699987,wide,1000000,37286.934879722714
results/r-adbc/run_20260206.json,run_20260206.json,20260206,r-adbc,r,5,select_1,SELECT 1 AS one,1,0.2994,scalar,1,3.3400133600534403
results/r-adbc/run_20260206.json,run_20260206.json,20260206,r-adbc,r,5,select_1,SELECT 1 AS one,2,0.3123,scalar,1,3.202049311559398
results/r-adbc/run_20260206.json,run_20260206.json,20260206,r-adbc,r,5,select_1,SELECT 1 AS one,3,0.2859,scalar,1,3.497726477789437
results/r-adbc/run_20260206.json,run_20260206.json,20260206,r-adbc,r,5,select_1,SELECT 1 AS one,4,0.297,scalar,1,3.367003367003367
results/r-adbc/run_20260206.json,run_20260206.json,20260206,r-adbc,r,5,select_1,SELECT 1 AS one,5,0.2935,scalar,1,3.4071550255536627
results/r-adbc/run_20260206.json,run_20260206.json,20260206,r-adbc,r,5,wide_single_row,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 1,1,0.4614,wide,1,2.167316861725184
results/r-adbc/run_20260206.json,run_20260206.json,20260206,r-adbc,r,5,wide_single_row,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 1,2,0.43120000000000003,wide,1,2.3191094619666046
results/r-adbc/run_20260206.json,run_20260206.json,20260206,r-adbc,r,5,wide_single_row,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 1,3,0.4414,wide,1,2.2655188038060716
results/r-adbc/run_20260206.json,run_20260206.json,20260206,r-adbc,r,5,wide_single_row,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 1,4,0.4497,wide,1,2.2237046920169004
results/r-adbc/run_20260206.json,run_20260206.json,20260206,r-adbc,r,5,wide_single_row,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 1,5,0.4423,wide,1,2.2609088853719195
results/r-adbc/run_20260206.json,run_20260206.json,20260206,r-adbc,r,5,narrow_1000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000",1,0.6032,narrow,1000,1657.8249336870028
results/r-adbc/run_20260206.json,run_20260206.json,20260206,r-adbc,r,5,narrow_1000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000",2,0.6068,narrow,1000,1647.9894528675015
results/r-adbc/run_20260206.json,run_20260206.json,20260206,r-adbc,r,5,narrow_1000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000",3,0.6033,narrow,1000,1657.550140891762
